@@Operation/Personnel Violations@@ The complainant alleges that the officers who responded at the above location regarding a domestic disturbance removed an ounce of his marijuana which was not inventoried or returned.	No Action Taken
@@Operation/Personnel Violations@@ The complainant alleges that the accused officer was sleeping on duty and failed to provide police services. The complainant alleges that the accused officer was sleeping on duty and failed to provide police services.	No Action Taken
@@Conduct Unbecoming (Off-Duty)@@ It is reported that the accused officer owes an Indebtedness to the City of Chicago.	Violation Noted
@@Use Of Force@@ On January 16, 2007, a complaint was registered with the Independent Police Review Authority (IPRA f/k/a the Office of Professional Standards), regarding an incident that occurred on January 16, 2007 in the 4th District involving two on-duty Chicago Police Department (CPD) Officers (Officers A and B). It was alleged that Officer A physically abused Victim A; struck Victim B about the body; placed her (Officer A) hand on her (Officer A) gun and verbally threatened Victim B; left a threatening voice message on Victim Bs cellular telephone; pushed Victim C to the floor; kicked Victim C; threw flower plants and vases at Victim B; left her assigned job without authorization; and left her assigned district without authorization. It was alleged that Officer B left his assigned job without authorization and left his assigned district without authorization. Based upon statements by the accused members, one of the victims, one of the witnesses, a voice recording, 911 recordings, and reports, IPRA recommended a finding of UNFOUNDED for the allegation that Officer A physically abused Victim A. IPRA recommended a finding of NOT SUSTAINED for allegations that Officer A struck Victim B about the body; placed her (Officer A) hand on her (Officer A) gun and verbally threatened Victim B; pushed Victim C to the floor; kicked Victim C; and threw flower plants and vases at Victim B. Further, IPRA recommended to SUSTAIN the allegations that Officer A left a threatening voice message on Victim Bs cellular telephone; left her assigned job without authorization; and left her assigned district without authorization. Further, IPRA recommended to SUSTAIN allegations that Officer B left his assigned job and district without authorization. IPRA recommended a twenty (20) day suspension for Officer A and a five (5) day suspension for Officer B.	Short Term Suspension
@@Domestic@@ On June 11th, 2012, a complaint was registered with the Independent Police Review Authority (IPRA) regarding a domestic incident involving an off-duty Chicago Police Officer that occurred on June 10th, 2012 in the 19th District. It was alleged that the Officer engaged in an unjustified physical altercation with the Victim, in that he followed her as she attempted to get away; grabbed the Victim by her neck; choked the Victim about the neck; pushed the Victim to the ground; pulled the Victims hair; physically interfered with her call to 911, which was disconnected, and subsequently answered her phone; interfered with the Victim obtaining assistance from the security guard when he grasped her by the arm and demanded that she leave with him; grabbed the Victim by the hand and/or arm while she repeatedly told him to, words to the effect of, leave her alone; demanded that the Victim give him her hand against her will and verbally abused her; threatened the Victim twice; and was rude and discourteous to a security guard when the Victim went to the security guard for help. Based on Department reports, photographs, and OEMC transmissions, IPRA recommended to NOT SUSTAIN the allegations the that Detective grabbed the Victim by her neck; choked the Victim about the neck; pushed the Victim to the ground; and was rude and discourteous to a security guard when the Victim went to the security guard for help. The Officer agreed through mediation to accept IPRAs finding of SUSTAINED for the allegations that he engaged in an unjustified physical altercation with the Victim, in that he followed her as she attempted to get away; pulled the Victims hair; physically interfered with her call to 911, which was disconnected, and subsequently answered her phone; demanded that the Victim give him her hand against her will and verbally abused her; threatened the Victim twice; interfered with the Victim obtaining assistance from the security guard when he grasped her by the arm and demanded that she leave with him; and grabbed the Victim by the hand and/or arm while she repeatedly told him to, words to the effect of, leave her alone. The Officer accepted a three (3) day suspension.	Short Term Suspension
@@False Arrest@@ The complainant alleges that after being stopped by the arresting officers without teason, he was searched and falsely arrested. The complainant alleges that he stated to the officer's,"You all should be arresting these fools out here who's shooting up folks and not me." The complainant alleges that the accused officers tumed his comments around and stated he (complaintant) said "| am going to shoot up your vehicle with a Tech (10)." The complainant alleges that he was “astonded" by the officer's accusation and actions in that, the officer's eventually falsely arrested him.	No Action Taken
@@Verbal Abuse@@ In an incident involving an off-duty CPD Officer and two Complainants (A and B), the Officer was alleged to have directed profanities and threatened to kick or beat up both Complainants, all of whom were walking their dogs at a city dog park. Additionally, the Officer was alleged to have called Complainant B a racially derogatory name.	Short Term Suspension
@@Operation/Personnel Violations@@ It is reported that the accused failed to comply with Medical Roll Policies and Procedures while on medical.	Penalty Not Served
@@Use Of Force@@ the accused accidentally discharged the TASER. While conducting a spark test on a TASER at the beginning of her tour,	Violation Noted
@@Use Of Force@@ On 13 April 2010, a complaint was registered with the Independent Police Review Authority (IPRA) regarding an incident that occurred in the 11th District, on April 13, 2010. It was alleged that an on-duty Chicago Police Department officer discharged his weapon without justification, in violation of Rule 10. Based on CPD reports and physical evidence, IPRA recommended to SUSTAIN the allegation of a violation committed by the accused. IPRA recommended a penalty of VIOLATION NOTED for the accused member.	Violation Noted
@@Operation/Personnel Violations@@ On January 30, 2006, a complaint was registered with the Independent Police Review Authority (IPRA f/k/a the Office of Professional Standards), regarding an incident that occurred on January 26, 2006 in the 20th District involving four on-duty Chicago Police Department (CPD) Officers (A, B, C, and D) and one on-duty CPD Sergeant (Sergeant E). It was alleged that Officer A grabbed Complainants arms and raised them behind his back with excessive force; handcuffed Complainant too tightly; stomped Complainant on the shoulder with his foot while handcuffed on the ground; verbally abused Complainant; took Complainants wrist watch and failed to return it; failed to complete a Tactical Response Report; and gave false information in his statements to IPRA and at his deposition. It was alleged that Officer B grabbed Complainants arms and raised them behind his back with excessive force; threatened Complainant with jail after he was released if he continued to complain about what had occurred; failed to complete a Tactical Response Report; gave false information in his statements to IPRA and at his deposition; and conducted an improper pat-down search. It was alleged that Officer C submitted a false case report and provided a false statement to IPRA. It was alleged that Officer D submitted a false case report and provided a false statement to IPRA. It was alleged that Sergeant E failed to register a complaint with OPS/IPRA when he received allegations of misconduct made by Complainant. IPRAs investigation consisted of statements by the accused members, complainant and witnesses, OEMC and PDT transmissions, official records, medical reports and ET photographs. IPRA recommended a finding of NOT SUSTAINED for the allegations that Officer A grabbed Complainants arms and raised them behind his back with excessive force; handcuffed Complainant too tightly; stomped Complainant on the shoulder with his foot while handcuffed on the ground; and took Complainants wrist watch and failed to return it. IPRA recommended to SUSTAIN the allegations that Officer A verbally abused Complainant; failed to complete a Tactical Response Report; and gave false information in his statements to IPRA and at his deposition. IPRA recommended a finding of NOT SUSTAINED for the allegations that Officer B grabbed Complainants arms and raised them behind his back with excessive force and threatened Complainant with jail after he was released if he continued to complain about what had occurred. IPRA recommended to SUSTAIN the allegations that Officer B failed to complete a Tactical Response Report; gave false information in his statements to IPRA and at his deposition; and conducted an improper pat-down search. IPRA recommended to SUSTAIN the allegations that Officer C submitted a false case report and provided a false statement to IPRA. IPRA recommended to SUSTAIN the allegations that Officer D submitted a false case report and provided a false statement to IPRA. IPRA recommended to SUSTAIN the allegation that Sergeant E failed to register a complaint with OPS/IPRA when he received allegations of misconduct made by Complainant. IPRA recommended separation from the department for Officers A, B, D, E, and Sergeant C.	Short Term Suspension
@@Domestic@@ In an incident involving Officer A, it was alleged that Officer A got into a domestic altercation with Subject 1 for which he was arrested, and that he violated an Order of Protection when he contacted Subject 1 multiple times via telephone.	Short Term Suspension
@@Operation/Personnel Violations@@ The reporting party alleges that the accused failed to arrest the offender, who was named in a battery police RD HT	No Action Taken
@@Operation/Personnel Violations@@ The reporting party alleged that unknown(s) failed to respond to her "911" calls tegarding her family members and friend, being threatened by unknown male/subjects. Consequently, her sister and her friend were ambushed on the expressway, in that her friend was fatally shot and her sister sustained a gun shot wound.	No Action Taken
@@Use Of Force@@ On 15 August 2005, a complaint was registered with the Independent Police Review Authority (IPRA, formerly known as the Office of Professional Standards), regarding an incident that occurred in the 10th District, in which a Chicago Police Department officer allegedly kicked a complainant about the face and directed racial slurs against said complainant. Further, two other accused police officers involved in the incident were alleged to have witnessed the misconduct and failed to report it. Based on the corroborating witness statements and the assessment of a senior officer, IPRA recommended to SUSTAIN the allegation that the first accused officer physically mistreated the complainant. Further, because there were no corroborating witness statements, IPRA recommended that the allegation of the racial slur directed to the complainant be UNFOUNDED. Also, based on the corroborating witness statements, IPRA recommended to SUSTAIN the allegations that the other two accused members witnessed and failed to report the misconduct of the first accused. IPRA recommended a fifteen (15) day suspension be imposed on the first accused member, and that a five (5) day suspension be imposed on the second and third accused members.	Short Term Suspension
@@Operation/Personnel Violations@@ The complainant alleged that the accused failed to comply with Roll Call procedures on several dates in March 2014. The complainant further alleged that the accused has been warned and disciplined for numerous other transgressions.	Short Term Suspension
@@Operation/Personnel Violations@@ It is reported that the accused officer and other members failed to follow Department policices and procedures regarding vehicle pursuits. Related RC™	Reprimand
@@Use Of Force@@ On October 4, 2006, a complaint was registered with the Independent Police Review Authority (IPRA f/k/a The Office of Professional Standards), regarding an incident occurring in the 8th District, on October 3, 2006, involving five on-duty Chicago Police Department (CPD) officers (Officers A, B, C, D, and E) and one on-duty CPD commander (Commander F). It was alleged that Officer A, who was off-duty, directed profanity at the complainant and his son; pointed a weapon at the complainant and his son without justification; and twisted the complainants finger. It was also alleged that on August 13, 2009, Officer A provided an inaccurate statement to IPRA. In addition, it was alleged that Officers B, C, D, and E detained the complainant and his son without justification; failed to perform a duty in that they left the complainants son, a minor, unattended when they took the complainant into custody; and improperly impounded the complainants vehicle. It was also alleged that Commander F detained the complainant without justification and improperly impounded the complainants vehicle. The complainant also filed a civil lawsuit in which he alleged that Officer A punched, slapped, kicked and kneed him and his son; detained him and his son without justification; and was intoxicated while off-duty. In the same lawsuit, the complainant also alleged that Officers B, C, D, and E detained him and his son without justification; failed to perform a duty in that they left the complainants son, a minor, unattended when they took the complainant into custody; and properly impounded the complainants vehicle. In the same lawsuit, the complainant also alleged that Commander F detained him without justification and improperly impounded his vehicle. Based on statements from the accused officers, complainants, reports, audio-recordings and witnesses, IPRA recommended to SUSTAIN the allegations that Officer A directed profanity at the complainant and his son, and that he provided an inaccurate statement to IPRA. Further, IPRA recommended a finding of NOT SUSTAINED for the allegations that Officer A pointed a weapon at the complainant and his son; punched, slapped, kicked and kneed the complainant and his son; detained the complainant and his son without justification; properly impounded the complainants car; and twisted the complainants finger. Further, IPRA recommended a finding of UNFOUNDED for the allegation that Officer A was intoxicated while off-duty. Based on statements from the accused officers, reports, and witnesses, IPRA recommended a finding of NOT SUSTAINED for the allegations that Officers B, C, D, and E detained the complainant and his son without justification and improperly impounded the complainants vehicle. Further, IPRA recommended to SUSTAIN the allegations that Officers B, C, D and E failed to perform a duty in that they left the complainants son, a minor, unattended when they took complainant into custody. Based on statements from the accused officers, reports, and witnesses, IPRA recommended a finding of UNFOUNDED for the allegation that Commander F detained the complainant without justification and improperly impounded his car. IPRA recommended that Officer A be suspended for sixty (60) days and that Officers B, C, D, and E each be suspended for three (3) days.	Short Term Suspension
@@Domestic@@ On January 16, 2008, a complaint was registered with the Independent Police Review Authority (IPRA) regarding an incident that took place on January 16, 2008 in the 4th District. It was alleged that an off-duty Chicago Police Department (CPD) officer engaged in an unnecessary physical altercation; was intoxicated. Based upon statements by the accused officer and witness, photographs, court records, breathalyzer tests, and official reports, IPRA recommended a finding of NOT SUSTAINED for allegations that the officer engaged in an unnecessary physical altercation. Further, IPRA recommended to SUSTAIN the allegation that the officer was intoxicated. IPRA recommended a seven (7) day suspension for the accused officer.	Short Term Suspension
@@False Arrest@@ The complainant, alleges that on 26 March 2011 at approximately 2247 hours, atf he accused officer planted a weapon on the Gomplainan alleges that on 26 March 2011 — e accused The complainant, at approximately 2247 hours, at officer planted a weapon on the complainant. The complainant, alleges that on 26 March 2011 at approximately 2247 hours, at the accused officer planted a weapon on the complainant. The complainant, alleges that on 26 March 2011 at approximately 2247 hours, ai he accused officer planted a weapon on the complainant The complainant, lleges that on 26 March 2011 atapproximately 2247 hours, ™ the accused officer planted a weapon on the compiainant. The complainant alleges that on 26 March 2011 at approximately 2247 hours, at , the accused officer falsely arrested the complanant. The complainant, at approximately 2247 hours, a officer falsely arrested the compiainant. 1lleges that on 26 March 2011 the accused 1 alleges that on 26 March 2011 the accused The complainant, at approximately 2247 hours, i officer falsely arrested the complainant. The complainant at approximately 2247 hours, a officer falsely arrested the complainant The complainant, at approximately 2247 hours, at officer falsely arrested the complainant alleges that on 26 March 2011 the accused alleges that on 26 March 2011 he accused	No Action Taken
@@Lockup Procedures@@ The reporting party/victim alleged that the accused officer removed a debit card, a cell phone and other miscellaneous ttems from his inventory property bag after he was transported to the 16th District station, and the accused officer did not return them The victim related that the debit card ts in the name of his mother,	No Action Taken
@@Operation/Personnel Violations@@ Itis alleged that on 27 Jan 13, at the begining of their tour of duty, Police Officer Joseph DAHL, Star 13583 and Police Officer Michael ALESIA, Star 18480, failed to notify their supervisor of damage to In-Car Camera of Vehicle #7755. It is alleged that on 27 Jan 13, at the begining of their tour of duty, Police Officer Joseph DAHL, Star 13583 and Police Officer Michael ALESIA, Star 18480, failed to notify their supervisor of damage to In-Car Camera of Vehicle #7755.	Reprimand
@@Use Of Force@@ In an incident involving an on-duty CPD Officer and the Complainant, the Officer was alleged to have directed profanities at the Complainant, grabbed and slapped him, and failed to submit a Tactical Response Report.	Violation Noted
@@Operation/Personnel Violations@@ On March 10, 2009, a complaint was registered with the Independent Police Review Authority (IPRA), regarding an incident that occurred on March 10, 2009 in the 5th District. It was alleged that an off-duty Chicago Police Department (CPD) Sergeant had an expired FOID card; discharged her weapon in violation of the departments policy on Deadly Force; impeded the subsequent investigation by tampering with evidence; and gave false statements to IPRA and CPD. Based on statements from the accused sergeant and witnesses, department reports, photographs, and OEMC recordings, IPRA recommended to SUSTAIN the allegations that the accused officer had an expired FOID card; discharged her weapon in violation of the departments policy on Deadly Force; and gave false statements to IPRA and CPD. IPRA recommended to NOT SUSTAIN the allegation that the accused officer impeded the subsequent investigation by tampering with evidence. IPRA recommended a thirty (30) day suspension for the accused sergeant.	Short Term Suspension
@@Operation/Personnel Violations@@ The reporting party/victim alleged that the accused officer failed to inventory or return the key to her car, which she allowed the subject to use. The reporting party/victim alleged that the accused officer failed to inventory or return the key to her car, which she allowed the subject to use.	Violation Noted
@@Conduct Unbecoming (Off-Duty)@@ OFFICER HAS AN INDEBTEDNESS TO THE CITY OF CHICAGO.	Reprimand
@@Use Of Force@@ Itis alleged that PPO Mitchell was inattentive to duty in that he accidentally discharged his taser.	Violation Noted
@@Illegal Search@@ he was released without being	No Action Taken
@@Traffic@@ hat from 22 November 2011 to 30 November 2011 the accused operated a Pontiac Trans Am automobile without a valid City of Chicago vehicle sticker, violating MCC 3-56-020. Itis alleged by Sergeant Matthew Brown, Star 2378, Unit 121 that the accused from 27 August 2011 through 5 December 2011 did display ona Illinois registration in violation of ILCS Chapter 625, Section 5/3-703. Itis alleged by 1997 Pontiac, VIN: 801 (a) It is alleged by Sergeant Matthew Brown, Star 2378, Unit 121 that the accused did purchase a 1997 Pontiac, VIN: about 26 August 2011 and failed to apply for Illinois registration within 24 hours of the purchase, as required by ILCS Chapter 625, Section 5/3- on or	Resigned
@@Use Of Force@@ On February 2, 2010, a complaint was registered with the Independent Police Review Authority (IPRA), regarding an incident that occurred on February 2, 2010 in the 12th District involving a off-duty Chicago Police Department (CPD) Sergeant. It was alleged that while off duty working as a security officer, the Sergeant put the Complainant in a headlock and displayed a knife. Based on statements from the accused Sergeant, Complainant and witnesses, photographs and department reports, IPRA recommended to SUSTAIN the allegations that the Sergeant put the Complainant in a headlock and displayed a knife. IPRA recommended a five (5) day suspension for the accused Sergeant.	Resigned
@@False Arrest@@ The reporting party alleges that one of the the accused officers searched, ransacked and damaged personal property while executing a search warran™ The reporting party alleges that the accused officers refused to listen to his side of the story regarding the person that they were searching for on the warrant. The reporting party alleges that the accused officers planted a bag heroin in his girlfriend’s/victim's, place of residence and falsely arrested him for it. The reporting party alleges that the accused officers were rude and unprofessional and stated in an aggressive manner, "We're going to get you motherfucker, we're going to get you motherfucker!" The reporting party alleges that due to his past arrest history that the accused officers are harassing him and that this is an on-going situation. The reporting party and his girlfriend/victim states that they have photos regarding the incident. The reporting party alleges that one of the the accused officers searched, ransacked and damaged personal property while executing a search warrant The reporting party alleges that the accused officers refused to listen to his side of the story regarding the person that they were searching for on the warrant. The reporting party alleges that the accused officers planted a bag heroin in his girlfriend's/victim's, place of residence and falsely arrested him for it The reporting party alleges that the accused officers were rude and unprofessional and stated in an aggressive manner, "We're going to get you motherfucker, we're going to get you motherfucker!" The reporting party alleges that due to his past arrest history that the accused officers are harassing him and that this is an on-going situation. The reporting party and his girlfriend/victim states that they have photos regarding the incident. Page 1 of 10	No Action Taken
@@Domestic@@ On 25 February 2007, a complaint was registered with the Independent Police Review Authority (IPRA), regarding an incident occurring in the 11th District in which an off-duty Chicago Police Department officer allegedly physically abused a minor victim by striking the minor about the body with an extension cord and/or belt. Based on the accused members admissions that he struck the victim with a belt, the victims consistent statements to outcry witnesses, police and IPRA investigators, photographs of the victims injuries, and recommendations made by DCFS and the victims doctor indicating child abuse, IPRA recommended to SUSTAIN the allegation that the accused officer physically abused the minor victim. Further, IPRA recommended a twenty (20) day suspension for the accused member.	Short Term Suspension
@@Operation/Personnel Violations@@ Itis reported that the accused officer is decertified by the llinois Law Enforcement Training and Standards Board and no longer has the ability to practice as a law enforcement officer in lllinois. Itis reported that this certification was due to the fact that the accused officer was found guilty in the United States District Court, Northern District of lllinois under case number 07CR 149-2 of the offense of Making False declarations before a Grand Jury (18-1623A).	Resigned
@@False Arrest@@ The plaintiff alleges that the accused falsely arrested his for disorderly conduct while he was waiting for the blue line train. The plaintiff alleges that the accused falsely arrested his for disorderly conduct while he was waiting for the blue line train.	No Action Taken
@@Operation/Personnel Violations@@ THE ACCUSED ORDER FROM THE AND WAS	Short Term Suspension
@@Operation/Personnel Violations@@ It is reported that the accused officer and other members failed to follow Department policices and procedures regarding vehicle pursuits. Related RC™	Short Term Suspension
@@Conduct Unbecoming (Off-Duty)@@ Itis alleged that on 20 AUG 2013 at 0930 hrs, Accused P.O. Anastasia Patterson #12577 (002) used an unauthorized handicap placard to park a vehicle at 225 West Randolph Street (Illinois Hadicap Placard #BF 10809). The Accused was issued Parking Citation #006285024810 for "Parking for Persons with Disabilities" on this date.	Short Term Suspension
@@Conduct Unbecoming (Off-Duty)@@ in the	Reprimand
@@Domestic@@ On May 7, 2007, a complaint was registered with the Independent Police Review Authority (IPRA f/k/a the Office of Professional Standards), regarding an incident occurring in Glenview, Illinois, on May 6, 2007. It was alleged that an off-duty Chicago Police Department (CPD) officer failed to properly secure his weapon; failed to immediately report unlawful actions; violated his bail bond; and was charged with Domestic Battery and Unlawful Restraint, which resulted in his subsequent arrest. Based on statements from the accused officer, reports, and witnesses, IPRA recommended to SUSTAIN the allegations that the accused failed to properly secure his weapon; violated his bail bond; and was charged with Domestic Battery and Unlawful Restraint. Further, IPRA recommended a finding of NOT SUSTAINED for the allegation that the accused failed to immediately report unlawful actions. IPRA recommended a fifteen (15) day suspension for the accused member.	Short Term Suspension
@@Use Of Force@@ An on-duty Chicago Police Officer is alleged to have accidentally discharged her Taser.	Violation Noted
@@Operation/Personnel Violations@@ On April 5, 2012, a complaint was registered with the Independent Police Review Authority (IPRA), regarding an incident that occurred on April 5, 2012 in the 3rd District involving an off-duty Chicago Police Department (CPD) Officer. It was alleged that the Officer was inattentive to duty when she accidentally discharged her weapon. Based upon a mediation, the Officer agreed to accept IPRAs finding of SUSTAINED and a one (1) day suspension.	Short Term Suspension
@@Illegal Search@@ The complainant alleged that the accused officers have been harassing her since they arrested her in April 2012 n that they repeatedly stop, detain, and search her without justification	No Action Taken
@@Verbal Abuse@@ In an incident involving two on-duty CPD Officers (A and B), one off-duty Officer (C), the Complainant, and four additional Complainants (1,2,3, and 4), it was alleged that, during a domestic disturbance with a neighbor, Officer C instigated a fight between the Complainant and the Officers son; directed profanities and racial slurs at Complainants 1,2,3 and 4. Punched, pushed, handcuffed and twisted the arm of Complainant 2; seized and handcuffed Complainant 3; and abused his authority in that he arrested Complainants 2 and 3 when he was personally involved. The allegations against Officers A and B were that they arrested Complainants 2 and 3 while knowing that Officer C was personally involved, witnessed misconduct of an officer and failed to report it, and left their duty assignment without authorization.	Short Term Suspension
@@Lockup Procedures@@ The reporting partyh llegee that an February 15, 2011 at approximately 1:30PM at the location < Chicago, IL that Police Officers Joseph CONNOLLY star no. 12209: 2 failed to properly inventory two of her rings during the course of her	No Action Taken
@@Operation/Personnel Violations@@ The reporting party alleged that he called "911" to report that an unknown offender was banging on his front door and attempting to gain entry into his residence. It is further alleged that the accused officers failed to respond in a timely manner, in that they arrived on the scene a hour and half after his initial "911" call.	No Action Taken
@@Use Of Force@@ In an incident involving forty-four on-duty CPD members (Officers A- Z and A1 R1), a Lieutenant, a Sergeant, three Detectives (Detective 1, 2, and 3) and Victim, it was alleged that Officers A, B, C, D, L, U, V, W, X and the Lieutenant violated the Chicago Police Departments pursuit policy. It is also alleged that Officer E, F, G, H, I, J, K, M, N, O, P, Q, R, S, Y, Z, A1, B1,C1, D1, E1, F1, G1, H1, I1, J1, K1, L1, M1, N1, 01, P1, Q1, R1, the Sergeant, Detective 1, Detective 2, and Detective 3 violated the Chicago Police Departments pursuit policy, left their duty assignments without authorization, and failed to notify the OEMC that they were responding as assist units. Finally, it is alleged that Officer T violated the Chicago Police Departments pursuit policy, left his duty assignments without authorization, failed to notify the OEMC that he was responding as an assist unit, violated Chicago Police Departments use of deadly force policy by shooting the Victim without justification, and violated a Chicago Police Department General Order by failing to remain on the scene to report to the watch commander after discharging his weapon.	Short Term Suspension
@@Supervisory Responsibilities@@ On April 9, 2010, a complaint was registered with the Independent Police Review Authority (IPRA), regarding an incident that occurred on April 8, 2010, involving one known on-duty Chicago Police Department (CPD) Officer and one unknown CPD Officer. It was alleged that the unknown Officer maced students from a high school without justification. It was alleged that the known Officer failed to register a complaint on behalf of the high school students who stated that they were maced without justification by the unknown CPD Officer. It was also alleged that the known Officer failed to complete any department reports after being notified by the students that they incurred injuries that required medical attention. IPRA recommended a finding of NOT SUSTAINED for the allegations that the unknown officer maced the students without justification. Based upon a mediation, the known Officer agreed to accept IPRAs finding of SUSTAINED for all allegations and a suspension of one (1) day.	Short Term Suspension
@@Conduct Unbecoming (Off-Duty)@@ It is reported that the accused officer owes an Indebtedness to the City of Chicago.	Violation Noted
@@Conduct Unbecoming (Off-Duty)@@ It is reported that the accused indebted to the City of Chicago for $296.28,	Short Term Suspension
@@Operation/Personnel Violations@@ The reporting party alleges that the accused officer stood in her face and called her crazy and said she was a disgrace to the uniform.	Violation Noted
@@False Arrest@@ The reporting party alleges that 20 Mar 2011 @2000hrs, , that the accused unlawfully searched and arrested his client without probable cause. The reporting party alleges that 20 Mar 2011 @2000hrs, that the accused unlawtully searched and arrested his client without probable cause. The reporting party alleges that 20 Mar 2011 @2000hrs, that the accused unlawfully searched and arrested his client without probable cause.	No Action Taken
@@Domestic@@ On February 26, 2009, a complaint was registered with the Independent Police Review Authority (IPRA), regarding an incident occurring in the 21st District, on February 25, 2009, involving two Chicago Police Department (CPD) officers (Officers A and B), both of whom were on duty. It was alleged that Officer A detained the complainants (Victims 1 and 2) without legal justification; engaged in an unnecessary physical altercation with Victim 1 by grabbing her hands/arms, placing them behind her back, and pushing her; and engaged in an unnecessary physical altercation with Victim 2 by unprofessionally/inappropriately touching/attempting to touch Victim 2s head scarf while trying to engage her in inappropriate/flirtatious conversations. It was further alleged that Officer A failed to document his contact with the complainants in a field contact card, and that he provided a false statement to IPRA on May 12, 2009. In addition, it was alleged that Officer B brought discredit upon the CPD in that he witnessed another CPD member acting in an unprofessional manner towards the complainants, but failed to take any action. Based on statements from the accused officers, video recordings, reports, and witnesses, IPRA recommended to SUSTAIN the allegations that Officer A detained the complainants without legal justification; engaged in an unnecessary physical contact with Victim 1 by grabbing her hands/arms, placing them behind her back, and pushing her; engaged in unnecessary physical contact with Victim 2 by unprofessionally/inappropriately touching/attempting to touch Victim 2s head scarf while trying to engage her in inappropriate/flirtatious conversations; failed to document his contact with the complainants in a field contact card; and provided a false statement to IPRA. Based on statements from the accused officers, reports, and witnesses, IPRA recommended to SUSTAIN the allegation that Officer B brought discredit upon the CPD in that he witnessed another CPD member acting in an unprofessional manner towards the complainants, but failed to take any action. IPRA recommended that Officer A be separated from the Department and recommended that a one (1) day suspension for Officer B.	Resigned
@@Operation/Personnel Violations@@ Complainant PO NELLUM alleges that when she entered the radio room, accused officer VRENTAS approached her in an aggressive manner, stated, “Get out" and pressed her body against PO NELLUM. The complainant alleges that she replied to accused officer VRENTAS'S actions because she was in fear of receiving a battery and stated, "Get the hell out of my face before | blaze you." Complainant officer VRENTAS alleges that accused officer NELLUM entered the radio room without authorization and began a dispute over keys to the room. Accused officer NELLUM ignored her request to leave the radio room. Complainant officer VRENTAS further alleges that after her second request to accused officer NELLUM to leave the radio room, accused officer NELLUM became confrontational and yelled, “No,” stepped close to her and stated, “Bitch, I'll slam your ass.”	Reprimand
@@Operation/Personnel Violations@@ It is reported that the accused officer has an Indebtedness with the City of Chicago and received notice and failed to resolve or come up to compliance.	Reprimand
@@Use Of Force@@ On 5 February 2008, a complaint was registered with the Independent Police Review Authority (IPRA), regarding an incident that occurred in the 6th District, in which a Chicago Police Department officer allegedly accidentally discharged her weapon. Based on physical evidence and a finding from the Illinois State Police Forensic Sciences Division that the weapon was functioning properly and could not have misfired on its own, IPRA recommended to SUSTAIN the allegation that the accused inadvertently discharged her weapon. IPRA recommended a two (2) day suspension for the accused officer.	Short Term Suspension
@@Operation/Personnel Violations@@ Itis alleged by Sergeant Timothy Wolf #1333 that Officer Eric White #6581 received a written order, Notice of Indebtedness form referencing Employee Resource Order E01-07, on 22 MAY 13 and failed to come into compliance within 30 days of being notified of his indebtedness to the City of Chicago.	Reprimand
@@Conduct Unbecoming (Off-Duty)@@ The complainant alleged that the accused is non-compliant with his indebtedness to the City of Chicago.	Reprimand
@@Supervisory Responsibilities@@ In an incident involving ten CPD Officers (A-J), two Sergeants (A and B), a Lieutenant, and the Complainant, it was alleged that Officer A failed to provide immediate medical attention for the Complainant, failed to document the traffic crash/accident involving the Complainant and failed to complete a Tactical Response Report (TRR). Also, it was alleged that Officer B failed to provide immediate medical attention for the Complainant and failed to document the traffic crash/accident involving the Complainant. It was further alleged that Officers C, D, E, F, G, H, I, J, and Sergeants A and B conspired to falsely arrest the Complainant, conspired to use excessive force against the Complainant, conspired not to report each other after witnessing and/or using excessive force on the Complainant, conspired not to report each other after falsely arresting the Complainant, conspired to generate false documentation to cover up for their and other officers misconduct, conspired not to report each other or identify unknown police officers after witnessing unknown police officers hitting the Complainant with an unmarked squad car, and failed to provide immediate medical attention for the Complainant. Finally, it was alleged that the Lieutenant violated General Order 93-03-02B, when he went and viewed the security camera footage in relation to the alleged misconduct of a department member in which an investigation was being conducted by IPRA and the Lieutenant brought discredit upon the Department when he viewed the surveillance video and immediately dismissed the Complainants complaint.	Violation Noted
@@False Arrest@@ The reporting party alleges that the accused officers arrested him without justification. The complainant alleged that he made an allegation of misconduct regarding his arresting officers to the accused sergeant but the accused sergeant failed to take appropriate action. The reporting party alleges that the accused officers arrested him without justification.	No Action Taken
@@Conduct Unbecoming (Off-Duty)@@ THE REPORTING PARTY STATES THAT HE IS INVOLVED IN AN EVICTION. HE ALLEGES THAT THE ACCUSED OFFICERS ARRIVED AT HIS UNIT AND. ORDERED HIM FROM THE UNIT WITH ONLY THE CLOTHES ON HIS BACK. HE ALSO ALLEGES THAT THE ACCUSED OFFICERS VERBALLY ABUSED HIM IN THAT THEY REFERRED TO HIM AS A “CON ARTIST" AND A "DEADBEAT".	No Action Taken
@@Operation/Personnel Violations@@ Itis reported that the accused failed to qualify with his weapon and does not have a valid foid card.	Reprimand
@@False Arrest@@ The complainant alleges that the accused | officer arrested him and without justification. The complainant alleges that the accused officer arrested him for the second time without justification and planted drugs on him. The complainant alleges that the accused officer arrested him and without justification. The complainant alleges that the accused officer arrested him for the second time without justification and planted drugs on him.	No Action Taken
