"cr_id","summary"
"1057478","The reporting party alleged that the accused approached his vehicle, at which time they ordered him to exit his vehicle. The accused handcuffed him, searched him and his vehicle without justification. The accused issued him a false citation for not wearing a seat belt"
"1058525","The reporting party alleged that the an approached her husband, while he was parked in the alley. The accused planted drugs on her husband and then had their rental car towed."
"1060056","Itis alleged the accused pushed both victims while serving them a summons."
"1060762","On March 16, 2013, at approximately 2:55a.m., Chicago Police Department (CPD) Officers ?(-and ?(_left the _District office and were en?route to the location of a previous arrest. The officers drove their assigned, unmarked Chevrolet Tahoe and proceeded east on Wilson Avenue. On Wilson Avenue, approximately two to four blocks ahead of the officers? vehicle, the officers observed a vehicle traveling at a high?rate of speed when it turned right from Monticello Avenue onto Wilson Avenue and proceeded east.2 Officer _increased his vehicle?s speed and began to follow the vehicle while Officer _monitored the radio for recent criminal activity the area was known for gang activity and both officers thought the vehicle may be ?eeing from a recent crime. As the officers followed behind, the vehicle proceeded through stop signs without stopping and reached estimated speeds of eighty to one?hundred mph. The officers followed behind at speeds of fifty to seventy mph, never activated their vehicle?s emergency lights, and were unable to establish any radio communications with the Office of Emergency Management and Communications (OEMC). They brie?y lost sight of the vehicle as it crossed over Kimball Avenue. Once east of Kimball Avenue, the officers again observed the vehicle ahead of them on Wilson Avenue. The vehicle had crashed, was facing north and perpendicular to the ?ow of traffic and came to rest just east of Christiana Avenue. The officers parked their Chevrolet Tahoe approximately twenty?five feet west of the crash. Officer _activated the emergency lights. Next, both officers aimed their vehicle?mounted spotlights at the crash. Together, they exited their Chevrolet Tahoe, drew their weapons, and approached the crashed vehicle. The officers advanced to within seven to fifteen feet of the vehicle as the driver sat facing north with his eyes wide open. Both announced their office and commanded the driver to show his hands. The driver turned to his left and towards both officers. At that very instant, the officers perceived what they believed was a blue?steel revolver come up from the bottom of the driver side window. Officer _dove to his right and heard two gunshots as he went to the ground. Officer _saw Officer 1 On September 15, 2017, the Civilian Office of Police Accountability (COPA) replaced the Independent Police Review Authority (IPRA) as the civilian oversight agency of the Chicago Police Department. Therefore, this investigation, which began under IPRA, was transferred to COPA on September 15, 2017, and the recommendation(s) set forth herein are the recommendation(s) of COPA. 2 This vehicle is now known to be a 1991 Honda Civic driven by dive to the ground, crossing in front of Officer -which was followed by glass being blown out of the driver side window. Officer -fired from his position in the street and then dove to his right towards Officer ?Officer -began yelling that he was shot and felt blood on his face. Officer -saw Officer -holding his head, saw the blood, and heard Officer -state that he believed he was shot. Both officers sought cover behind the vehicles parked along the south side of Wilson Avenue. Believing the driver was armed and still a threat, Officer -got up and focused his attention on the driver. The driver continued to track Officer -with a dark object, which Officer -believed was the blue?steel revolver he just saw. He then moved counterclockwise around the vehicle and through the parkway, shooting fifteen times at the driver as the driver continued to track both officers. Once the driver?s arms came down, which both of?cers estimated was a matter of seconds, Officer -stopped firing. Also perceiving the driver as a threat, Officer -took cover in the parkway southwest of the crash and fired four times at the driver as the driver continued to track both officers. He stopped shooting once the driver lowered his arms and stopped moving. The driver suffered fatal gunshot wounds. After the shooting, officers approached the driver, handcuffed him, and waited for additional CPD personnel to arrive. A gun was never recovered from the vehicle or its immediate vicinity."
"1061215","The complainant alleged that after he requested a supervisor, the accused appeared and only said that the responding officers could have handled the matter better. It is alleged that the accused failed to initiate a complaint against the responding officers. The complaianant alleged that he called the police after a contractor and two other males threatened to kill him over a payment dispute. It is alleged that the accused officers did not exit their vehicle and refused to order the three males off the complainant's property. It is further alleged that the driver stated to the complainant, “We don't have time for this. We're busy. It's a civil matter."
"1062953","THE REPORTING PARTY STATES THAT HE CALLED THE 012TH DISTRICT STATION TO REPORT A DRUG DEALER THAT WAS WAITING TO MAKE A DRUG DEAL. HE ALLEGES THAT THE ACCUSED OFFICER HUNG UP THE PHONE ON HIM. THE REPORTING PARTY STATES THAT HE CALLED '911' TO REPORT A DRUG. DEALER THAT WAS WAITING IN FRONT OF HIS RESIDENCE TO MAKE A DRUG DEAL. HE ALLEGES THAT THE ACCUSED OFFICER ARRIVED, FAILED TO STOP THE DRUG DEALER AND DROVE PAST HIM."
"1063081","The reporting party victim stated that she teported to Officer Sabin that there was an unknown intoxicated person who was passed out face first in the sand and needed assistance. The reporting party victim alleges that Officer Sabin responded by waving her fingers in front of the reporting party victim's face and rudely stating, “What do you want me to do about it? Why don't you go sit the hell down and mind your own business!"""" Further, when the reporting party victim told Officer Sabin that she was going to make a complaint about Officer Sabin's behavior, Officer Sabin responded by stating, """"Go for it, babe!”"
"1063161","The complainant alleged that the while executing an arrest, the accused officer verbally abused her and damaged her personal property."
"1063417","The complainant states that two black male subjects were chasing her son with a gun and she called 911. The complainant alleges that the accused officers that responded to her 911 call failed to take her account into consideration, failed to arrest one of the offenders that remained on the scene and refused to provide her with a police report."
"1064945","THE REPORTING PARTY ALLEGES THAT DURING HER ARREST THE ACCUSED OFFICER FAILED TO RETURN HER KEYS AND HER WATCH TO HER. THE REPORTING PARTY ALLEGES THAT DURING HER ARREST THE ACCUSED OFFICERS FAILED TO RETURN HER KEYS AND HER WATCH TO HER."
"1064979","victim, The reporting party alleged that the accused officer falsely arrested the without probable cause for aggravated domestic battery. Consequently, the victim was detained in Cook County jail until he was acquitted of the charges on July 9, 2013"
"1066273","‘The reporting sergeant alleged that the accused failed to follow a directive and was insubordinate in that she refused repeated orders to lower her voice and leave the area."
"1074266","The reporting party's mother, called 911 for police assistance during a fight outside her residence. The accused officer(s) failed to respond"
"1075199","While on routine patrol, Officers and -observed two male subjects engaged in a suspect narcotic transaction. When the officers stopped and approached the subjects, one of the males ?ed and a foot pursuit ensued. After failing to apprehend the subject, one of the officers picked up a book bag that was hanging on a gate near the area they believed the suspect tossed the suspect narcotics. As one of the officers searched the bag, who was eight months pregnant at the time and holding a child in her arms, approached and asked of?cers why they had her son?s bookbag. reported that the of?cers directed racial slurs and profanity at her and one of the officers pushed her and punched her in the stomach. COPA finds that the allegations are Sustained in part."
"1087542","On October 4, 2017, the complainant, Subject 1 was arrested near W. 74th St. at approximately 8:50 PM for street racing and additional traffic violations. Subject 1 alleged that he was stopped and arrested without justification."
"1001562","On 25 November 2006, a complaint was registered with the Independent Police Review Authority (IPRA, formerly known as the Office of Professional Standards), regarding an incident that occurred in the 4th District, in which a Chicago Police Department officer struck the head and chest of the complainant and was intoxicated while off-duty. Because the complainant dropped the complaint and refused to cooperate with the IPRA investigation, IPRA recommended that the allegation that the accused allegedly struck the complainant about the head and chest, be UNFOUNDED. The allegation of intoxication was confirmed by breathalyzer results taken at the scene of the incident by responding Chicago Police officers. IPRA recommended to SUSTAIN the allegation that the accused was intoxicated and recommended a thirty (30) day suspension."
"1001961","On 13 December 2006, a complaint was registered with the Independent Police Review Authority (IPRA, formerly known as the Office of Professional Standards), regarding an incident that occurred in the 4th District, in which an off-duty Chicago Police Department officer allegedly engaged in an unjustified physical altercation with a fellow department member and was intoxicated. Based on physical evidence and admissions made by the accused officer, IPRA recommended to SUSTAIN the allegation that the accused physically mistreated the complainant, and destroyed personal property of the complainant. IPRA recommended a one (1) day suspension for the accused. Due to insufficient evidence, IPRA recommended to NOT SUSTAIN the allegation that the accused was intoxicated."
"1049673","The reporting party victim alleged that the accused, his girlfriend who was off duty, threw a drink in his face and slapped him The reporting party victim alleged that the accused on-duty officers witnessed the accused off-duty officer commit the act and took no action."
"1050257","The reporting party alleges the accused entered his gated backyard without justification, ordered him from his vehicle and searched the vehicle without justification. The reporting party also alleges one of the accused stated to him, """"You need to shut up."
"1050352","The reporting party alleges the accused responded to his call for police assistance. The reporting party alleges the accused ordered him to place his hands on his head and searched him without justification. The reporting party also alleges the accused verbally abused him in that he yelled, """"Shut the fuck up, | will lock you up,” and “fuck this..."""", """"fuck that...."""" The reporting party alleges he informed the accused he no longer wanted police service and he could leave, and the accused referred to himas a “fucking immigrant.” The reporting party further alleges the accused still had his State Identification Card and as he approached the accused to get the card the accused stated, """"Keep walking towards me, I'll lock you the fuck up,"""" and threw the identification card towards the reporting party."
"1051486","The reporting party alleges that the accused officer was rude and unprofessional during the issuance of a traffic citation. It is alleged that the accused officer tossed the citation at the victim instead of handing it to her."
"1051578","The reporting party alleged that he gave him misleading information regarding the license plates of the vehicle which had his stolen bike.  The reporting party alleged that the accused failed to respond to his """"911"""" call regarding his stolen bike being sold at the Swap Arama."
"1052071","The reporting party alleged that the accused officers stopped him and the victims, handcuffed them, and searched them and their vehicle without justification"
"1052291","It is reported that a homicide occurred near the accused officer's residence and she failed to cooperate with the investigation."
"1052321","The reporting party alleged that the accused officers failed to follow proper Department inventory procedures. Reference # CB# Inventory # 1"
"1052567","The reporting party/victim alleged that the accused officers arrested her for theft of services without justification NQTE: The reporting party/victim believes that Officer """"Johnson"""" arrested her because he is an acquaintance of the manager of her apartment building, against whom she filed a criminal complaint (assault) on 04 Nov 11. She observed Officer """"Johnson"""" with inside her apartment building between 04 Nov 11 and 02 Dec 11."
"1053753","The complainant states that he called """"911"""" about a burglary at his home. The complainant alleges that the accused officers that responded refused to photograph anything and told him to call his insurance company for assistance. The complainant alleges that he asked for a police report and the accused officers told him he would receive something in the mail Reference: Log #1053754"
"1054392","The complainant alleged that the accused officer issued a citation to him and towed his truck without justification and failed to inventory or return his product inventory Reference: Mobile Food Dispenser License #21323; Tow Receipt #449387; Citation #0061004860; ANO® Chicago Park District Food and Retail Permit #183 The complainant alleged that the accused officer issued a citation to him and towed his truck without justification and failed to inventory or return his product inventory. Reference: Mobile Food Dispenser License #21323; Tow Receipt #449387; Citation #0061004860; ANOV Chicago Park District Food and Retail Permit #183"
"1056650","It is alleged that the accused detective failed to investigate the aggravated battery w/handgun that occurred on 29 July 12. It is also alleged that the accused detective failed to request the in-car camera video from the cab the victim/complaint was driving when he was shot. It is also alleged that the accused detective failed to request the cellular telephone for the telephone number the offenders used to request the services of Chicago Carriage Company."
"1057901","The reporting party alleged that the accused responded to a domestic battery, at which time they failed to file a police report and refused to arrest his wife, who had assault him. The accused refused to call for Supervisor and allowed his wife, who did not have a valid driver's license, to drive away."
"1058095","THE REPORTING PARTY ALLEGES THAT THE ACCUSED OFFICERS APPROACHED HIS VEHICLE WHILE THEY HELD THEIR GUNS TOWARDS THE BACK OF THE VEHICLE. HE ALSO ALLEGES THAT THE ACCUSED QFFICERS SEARCHED HIM AND THE VICTIMS AND HIS VEHICLE WITHOUT JUSTIFICATION. CITATIONS"
"1058919","Ms lege to the reporting sergeant that she failed to receive police service ina timely manner"
"1060154","WITH AN INTOXICATED SHE ALLEGES THAT SHE THE ACCUSED OFFICER MOTORIST TOLD HER THAT UNDER THE INFLUENCE AND. TO INVESTIGATE HER"
"1061180","her call failed to conduct a thorough investigation."
"1062853","to arrest the 2 black (female and offenders, who attempted to enter her residence."
"1065783","The complainant, who is an unknown F.B.I. confidential informant, alleged that the accused Chicago Police Officer layed in illegal high stake poker games al on unknown dates on Thursday nights."
"1066289","The Reporting Party alleged that on an unknown date and time the acoused officer presented false or misleading evidence against him during his trial. The Reporting Party alleged that on an unknown date and time the accused officer presented false or misleading evidence against him during his trial. The Reporting Party alleged that on an unknown date and time the accused officer presented false or misleading evidence against him during his trial The Reporting Party alleged that on an unknown date and time the acoused officer presented false or misleading evidence against him during his trial."
"1066626","lleged that the accused referred to him as a &quot;Dumb ass nigger.&quot;"
"1068619","The reporting party alleged that during separate investigations within a seven-year time frame, the accused officers fabricated evidence and altered files. It is further alleged that the accused officers made it appear that the victim who was 10 inches shorter and 100 pounds lighter than the other involved party (GEE was the aggressor during a physical altercation. The reporting party alleged that during separate investigations within a seven- years time frame, the accused officers fabricated evidence and altered files. It is further alleged that the accused officers made it appear that the victim: _. who was 10 inches shorter and 100 pounds lighter than the other involved party _-Nas the aggressor during a physical altercation. The reporting party alleged that during separate investigations within a seven-year time frame, the accused officers fabricated evidence and altered files. It is further alleged that the accused officers made it appear that the victim who was 10 inches shorter and 100 pounds lighter than the other involved party { vas the aggressor during a physical altercation. The reporting party alleged that during separate investigations within a seven-year time frame, the accused officers fabricated evidence and altered files. It is further alleged that the accused officers made it appear that the victim ( who was 10 inches shorter and 100 pounds lighter than the other involved party _ was the aggressor during a physical altercation. The reporting party alleged that during separate investigations within a seven-year time frame, the accused officers fabricated evidence and altered files. It is further alleged that the accused officers made it appear that the victim who was 10 inches shorter and 100 pounds lighter than the other involved party ._, was the aggressor during a physical altercation.   Page 1 of 3 CPD 0218247"
"1069241","The complainant (who was driving the vehicle) alleged that she and her husband were curbed by a marked police vehicle and she complied by pulling into a gas station. The complainant further alleged that the officers falsely arrested her husband and impounded her vehicle without justification. The complainant was never issued any citations and when she retrived her vehicle her 26 inch rims were damaged."
"1079400","On February 23, 2016, Officer A performed Park duties. Complainant alleged that Officer failed to follow his duties and respond to her message sent via in-car Portable Data Terminal. Complainant also alleged Officer A said something along the lines of, I am a worker, not like these white jack-offs."
"1017385","On June 15, 2008, a complaint was registered with the Independent Police Review Authority (IPRA), regarding an incident that occurred on June 14, 2008 in the 2nd District involving an on-duty Chicago Police Department (CPD) Sergeant. It was alleged that the Sergeant failed to give immediate notification after his involvement in a weapons discharge incident; failed to ensure that an arrest report was generated for a detained subject; and failed to follow the Departments Use of Deadly Force Policy when he fired at an unarmed subject. Based upon a mediation, the Sergeant agreed to accept IPRAs finding of SUSTAINED for the allegations that the Sergeant failed to give immediate notification after his involvement in a weapons discharge incident and failed to ensure that an arrest report was generated for a detained subject. The Sergeant agreed through mediation to accept a one (1) day suspension."
"1025739","On April 23, 2009, a complaint was registered with the Independent Police Review Authority (IPRA), regarding an incident that occurred on April 23, 2009, involving an off-duty Chicago Police Department (CPD) Detective (Detective A), an on-duty CPD Sergeant (Sergeant B), and an on-duty Officer (Officer C). It was alleged that Detective A was intoxicated while off-duty; pointed his weapon at the Victim and threatened to shoot him; failed to pay a cab fare; was in possession of a firearm while off-duty knowing there was a likelihood of consuming alcoholic beverages; was arrested and charged with Theft and Aggravated Assault; and was convicted of committing a Theft and Aggravated Assault. It was alleged that Sergeant B failed to conduct a thorough log number investigation; failed to document an allegation that a department member threatened a citizen with a firearm; failed to document an allegation that a department member was intoxicated; failed to ensure that a Department member accused of intoxication was administered a breathalyzer; and failed to ensure that a case report be prepared that a Department member failed to pay a cab fare. It was alleged that Officer C improperly attempted to influence an investigation. Based upon statements from the accused, the Victim and witnesses, photo arrays and photographs, Department and OEMC reports, IPRA recommended to NOT SUSTAIN the allegation that Officer C improperly attempted to influence an investigation. Based upon the evidence, IPRA recommended that all allegations against Detective A be SUSTAINED. Upon the rejection of a proposed mediated resolution at the Superintendents direction, IPRA recommended separation for Detective A from the Department. Further, based upon a mediation, Sergeant B agreed to accept IPRAs finding of SUSTAINED for the allegation that he failed to ensure that a case report be prepared that a Department member failed to pay a cab fare and a suspension of five (5) days."
"1050351","In an incident involving two on-duty CPD Officers (A and B) and the minor Subject, it was alleged that ,while inside of a Chicago Public School, Officer A choked the minor Subject and Officer B head- butted the minor Subject. Additionally, both Officers were alleged to have failed to make notification and complete required Department Reports after being assaulted by the minor Subject."
"1051246","The complainant alleged that when he went to pick up his 17 year old son from his ex- wife, _ __(whom he stated is a CPD officer) she refused to allow the son to leave, multiple units arrived on scene and the female supervisor refused to provide him with a report regarding the incident."
"1051614","The reporting party alleged that the accused failed to name her husband, as the offender, on a criminal damage police report CASE REPORT': CRIMINAL DAMAGE TO PROPERTYR.™"
"1052967","The reporting party stated that he was victim of identity theft in January 2011. At this time, the accused has failed to arrest the offender, who used his identification CASE REPORT: Identity theft RD HV (Not available at this time)"
"1053047","The complainant stated that for the past “couple of months” the accused has come to the complainant's place of employment and harassed him by stopping and searching him for no reason."
"1053880","The reporting party alleges that she was engaged in a verbal altercation with an unknown male subject regarding a traffic incident. The reporting party alleges that a Hispanic male uniformed officer approached them and stated several times in an aggressive manner, “If you don't shut up, I'm going to taser you, shut up!” The reporting party alleges that the officer got into his marked vehicle and drove off. The reporting party states that there is a CPD camera at the end of block of"
"1058588","The complaianant alleged that the witness battered her and damaged her door so she called for police to have him arrested but the accused officer refused to arrest him. The complaianant alleged that she had injuries and went to the hospital as a result of the battery"
"1059487","in that they refused to complete a case report documenting that victim -- been battered by the mother of Is children. The Reporting Party Victim further alleges that the accused threatened to arrest both her and victim"
"1060475","confidential investigation"
"1060541","THE REPORTING PARTY ALLEGES THAT THE ACCUSED SERGEANT ARRESTED HIM WITHOUT JUSTIFICATION."
"1060768","after he arrested the victim for to submit an arrest report. learned of the several hours later. The detained in the 001st District and is currently beina Related"
"1062049","The complainant alleged that the accused officers wrote incorrect information on the incident report provided to her. The complainant alleged that the accused officers failed to provide her with an incident report or arrest an offender who remained on the scene."
"1063045","The complainant, alleges that on 23 February 2012, at 0925 hour: jthe accused Detective John STEWART, knowingly fabricated his story at the complainant's preliminary hearing"
"1064201","The reporting party alleged that the accused officer called her a """"bitch"""" and falsely arrested her for selling loose cigarettes, which the reporting party denied doing. The reporting party further alleged that the accused officer has been “harassing” her by telling her to leave the area. The reporting party alleged that the accused officer called her a """"bitch"""" and falsely arrested her for selling loose cigarettes, which the reporting party denied doing. The reporting party further alleged that the accused officer has been “harassing” her by telling her to leave the area."
"1065802","lleged the accused stopped him and issued him citation without justification. ‘lleged the accused referred to him as a """"camel jockey."
"1068700","falsely arrested him."
"1070737","The complainants alleged that the accused officers stopped and searched them and the victims for no apparent reason and that the accused officers searched their vehicle without a warrant or permission. The complainants alleged that the accused falsely arrested them and did not tell them why they were arrested, accused them of being “gang bangers” and did not allow them to I-Bond out of custody. The complainants alleged that the accused officers failed to return or inventory their identification. It was additionally alleged that one of the accused officers directed the word “fuck” at everal times."
"1074351","The complainant, alleged on 21 October 2012, & at 1833 hours, the accused, PO Vincent CECCHIN, #18454 w1 Listrict, violated his 4th Amendment rights for illegally searching his vehicle on private nrmnar The complainant, slleged on 21 October 2012, & ) at 1833 hours, the accused, PO Alfredo MENDEZ, #0963, vi=ui Uistrict, violated his 4th Amendment rights for illegally searching his vehicle on private nranarhs The complainant lleged on 21 October 2012, at 3t 1833 hours, the accused, PO Luis REYES, #15014, Ovennt Lisutct, violated his 4th Amendment rights for illegally searching his vehicle on private property. The complainant, alleged on 21 October 2012, & at 1833 hours, the accused, PO Luis REYES, #15014, 014th District, violated his 4th Amendment rights for arresting him for an unauthorized plate. The comnizinant leged on 21 October 2012, at 833 hours, the accused, PO Alfredo MENDEZ, #9637, 014th rsun, visidted his 4th Amendment rights for arresting him for an unauthorized plate. The f‘ﬂmp\amam5 alleged on 21 October 2012, a 1, 2t 1833 hours, me accused, PO Vincent CECCHIN, #18454, 014th District, violated his 4th Amendment rights for arresting him for an unauthorized plate."
"1012986","On 30 December 2007, a complaint was registered with the Independent Police Review Authority regarding an incident that occurred in the 14th District, in which a Chicago Police Department probationary police officer allegedly engaged in an unjustified verbal altercation with the bouncer at a local nightclub in the 14th District, and was intoxicated and in possession of his firearm. It was further alleged that a second Chicago Police Department officer improperly provided the accused probationary police officer with the case report regarding the incident. Based on witness statements, forensic tests, and official reports, IPRA recommended to SUSTAIN the allegations against the probationary police officer. Further, based on the admission of the second accused officer, IPRA recommended to SUSTAIN the allegation that he improperly provided the official report. The probationary police officer was terminated by CPD as a result of this incident. IPRA recommended that the second accused member receive a reprimand."
"1045076","On May 1, 2011, a complaint was registered with the Independent Police Review Authority (IPRA), regarding two incidents that both occurred on May 1, 2011 in the 25th District, involving an on-duty Chicago Police Department (CPD) Officer. It was alleged that the accused Officer on May 1, 2011 in the 25th District removed Victim A from his bike; pointed his gun as he gave instructions to Victims A through D to show themselves and one of the Victims remained out of view; stated that he would damage Victims A through Ds residences; handcuffed Victim A too tightly; stated that he would push Victims A through D through the wall; pushed Victims A through D against the garaged and to the ground. It was also alleged that later that day, the accused Officer yelled at Victims A through D and verbally abused Victim B. Based upon a mediation, the accused Officer agreed to accept IPRAs finding of SUSTAINED for the allegations that he removed Victim A from his bike; pointed his gun as he gave instructions to Victims A through D to show themselves and one of the Victims remained out of view; stated that he would damage Victims A through Ds residences; handcuffed Victim A too tightly; stated that he would push Victims A through D through the wall; yelled at Victims A through D; and verbally abused Victim B. The Officer agreed though mediation to accept a suspension of five (5) days."
"1049811","In an incident involving an off-duty CPD Officer, it was alleged that the Officer was inattentive to duty in that he discharged his firearm without identifying the appropriate target and, while on- duty, provided a false statement regarding his actions in the police- involved shooting."
"1051117","The complainant alleges that the accused grabbed her hand and placed it on his penis over his clothing"
"1051235","The complainant alleges that once he arrived at the 004th District Station, he was searched inappropriately . The complainant alleges that the accused officers arrested him without justification."
"1051864","THE REPORTING PARTY ALLEGES THAT THE ACCUSED OFFICERS STOPPED AND SEARCHED HER AND THE VICTIM WITHOUT JUSTIFICATION"
"1052694","Itis reported that on 8 March 2012 the accused Police Officer George KOVARSKY Star #4681, Unit 004, was the driver of a motor vehicle stopped by a Tunnel Hill Police Officer in Tunnel Hill, Georgia, and during the traffic stop the vehicle was found to contain CANNABIS. This allegation resulted in a Just Cause Screening."
"1053051","The reporting party alleged that the victim's arresting officers took $280 and his cell phone but failed to inventory or return them."
"1053198","Itis alleged by an anonymous complainant that on 09Mar2012 the Accused used a contralled sibstance (cocaine), while at the location of"
"1053658","The reporting party alleges that a Hispanic male uniformed officer with possible star number """"17615"""", mentioned above, was rude and unprofessional while processing a false traffic accident . report. The reporting party alleges that the Hispanic officer failed to do a thorough investigation, in that he refused to take statements from the witnesses, who had approached him, to tell their side of the story. The reporting party alleges that he asked the officer if he could go and check on his son and wife, who were being treated in the CFD ambulance, the officer stated in an aggressive manner, """"No, you're going to jail, what do you need to see them for!"""" The reporting party alleges that the officer issued him false traffic citations for failure to produce driver's license and failure to yield The reporting party alleges that he asked that his wife's personal vehicle not be towed and that the officer had it towed for no apparent reason. The reporting party alleges that the CFD ambulance was on the scene and that the officer failed to allow the paramedics to examine him for possible injuries. The reporting party alleges that once he was transported to the 10th District police station that the Hispanic male officer stated in an aggressive manner, “You're a fucking gang banger, why are you dressed like that, look at your hair, you need to grow the fuck up, you're a fucking punk!"""" The reporting party alleges that the officer handcuffed him and detained him for a long period of time for no apparent reason. The reporting party states that there are cameras located on the outside of the Bank of America were the incident occurred. The reporting party alleges that the officer racially profiled him because of his appearance, his tattoos, hair cut and the clothing that he was wearing at that time."
"1054690","The reporting party alleged that the accused falsely arrested himand refused to arrest his nephew, who had violated an order of protection. The accused refused to listen to his side of the story and failed to interview the witnesses on the scene. The accused failed to return his court documents and his belt."
"1054933","The reporting party alleged that the accused violated an order of protection, in that the accused contacted her via telephone and made threats of taking his life."
"1055232","The reporting party alleged that her daughter, and the officer's daughter were involved in a physical altercation. The accused used her “police powers"""" and filed a battery police report which named her daughter as the “offender.” The accused called her daughter, ‘told her that she's going to have her ass arrested. NOTE: The reporting party stated that two unknown officers came to her home to arrest her daughter, at which time they explained to her that this issue could be “squashed.” However, the accused is “pushing the issue"""" to have her daughter, arrested."
"1055801","It is reported that the accused officers, who responded to a vice complaint, handcuffed an unidentified black female and placed her in the back seat of their locked unmarked car. The officers then pursued other suspects. When the officers returned to the squad car, the black female had fled while still handcuffed. REF: It is reported that the accused officers, who responded to a vice complaint, handcuffed an unidentified black female and placed her in the back seat of their locked unmarked car. The officers then pursued other suspects. When the officers returned to the squad car, the black female had fled while still handcuffed. REF: HV-"
"1056136","The victim alleges that in retaliation for various disagrements between her and her father-in-law, he devised an otherwise false and fictitious sworn complaint which contained information about her manufacturing marijuana for her ill daughter who has since died. The victim alleges that this information was given to police officer of the narcotics unit which resulted in a warrant to search her residence."
"1056685","The reporting party/victim alleges that the accused officer is harrassing him because he works for the Chicago Board of Education as a Teacher. It is also alleged that the accused officer refused to accept his proof of insurance then issued him a citation for failure to provide proof of insurance. During the traffic stop it is alleged that the accused officer stated words to the effect """"l cited you for negligent driving because the fine is $500 and | have never seen a judge toss out negligent driving” and """"Since you work for the City you gotta pay these fines."
"1057046","It is reported that the accused failed to secure Department equipment, in that she misplaced a CPD radio #5455"
"1058646","In an incident involving two on-duty CPD Officers (Officer A and Officer B), two on-duty CPD Sergeants (Sergeant 1 and Sergeant 2) and two Complainants (Complainant 1 and Complainant 2), it was alleged that Officer A falsely charged Complainant 1 with resisting arrest, falsely charged Complainant 2 with fleeing/attempt to elude the police, falsified the circumstances of Complainant 2s arrest, falsified the circumstances of Complainant 1s arrest and brought discredit upon the Chicago Police Department with regards to the arrest and maltreatment of the Complainants. It was also alleged that Officer B falsely charged Complainant 1 with resisting arrest, falsely charged Complainant 2 with fleeing/attempt to elude the police, falsified the circumstances of Complainant 2s arrest, falsified the circumstances of Complainant 1s arrest, handcuffed Complainant 1 too tightly and pulled on the handcuffs while they were on Complainant 1s wrists, was rude and unprofessional during his contact with Complainant 2 when he directed profanities and engaged in an unjustified verbal argument, was rude and unprofessional during his contact with Complainant 1 when he directed profanities and engaged in an unjustified verbal argument, punched Complainant 2s vehicle passenger side door, and brought discredit upon the Chicago Police Department with regards to the arrest and maltreatment of the Complainants. It was further alleged that Sergeant 1 failed to take appropriate action and initiate a complaint on behalf of the Complainants. Finally, it was alleged that Sergeant 2 failed to initiate a complaint when Complainant 1 complained to her that Officer B was intentionally pulling down on the handcuffs on his wrist causing discomfort and pain, and failed to take action when Complainant 1 complained to her that Officer B was intentionally pulling down on the handcuffs on his wrist causing discomfort and pain. Finding: Officer A: During mediation, Officer A agreed to accept IPRAs finding of SUSTAINED and a penalty of a 60-day suspension for the allegations that he falsely charged Complainant 2 with fleeing/attempt to elude the police, falsified the circumstances of Complainant 2s arrest, falsified the circumstances of Complainant 1s arrest, and brought discredit upon the Chicago Police Department in regards to the arrest and maltreatment of the Complainants; NOT SUSTAINED for the allegation that he falsely charged Complainant 1 with resisting arrest. Officer B: During mediation, Officer B agreed to accept IPRAs finding of SUSTAINED and a penalty of a 120-day suspension for the allegations that he falsely charged Complainant 2 with fleeing/attempt to elude the police, falsified the circumstances of Complainant 2s arrest, falsified the circumstances of Complainant 1s arrest, handcuffed Complainant 1 too tightly and pulled on the handcuffs while they were on Complainant 1s wrists, was rude and unprofessional during his contact with Complainant 2 when he directed profanities and engaged in an unjustified verbal argument, was rude and unprofessional during his contact with Complainant 1 when he directed profanities and engaged in an unjustified verbal argument, punched Complainant 2s vehicle passenger side door, and brought discredit upon the Chicago Police Department with regards to the arrest and maltreatment of the Complainants; NOT SUSTAINED for the allegation that he falsely charged Complainant 1 with resisting arrest. Sergeant 1: A finding of NOT SUSTAINED for the allegation. Sergeant 2: A finding of NOT SUSTAINED for all the allegations."
"1061673","and husband. The accused a domestic police report and who had assaulted and kill her."
"1063513","The complainant alleged that he was the victim of a battery and the responding officers refused to give him police report, tefused to request an ambulance, and told him to leave or he would be arrested"
"1064092","The reporting party states that he was informed by neighbors that the accused officers entered his residence and damaged the entrance. The reporting party alleged that the officers failed to secure the door before they left the scene and that this placed him and his family in danger. The reporting party alleges that prior to this incident that the police arrived on 05 August 2013, at approximately 0001 hours, and stated that there were """"bad guys” upstairs selling drugs in the building. The reporting party states that no one was arrested in either incident and that the owner has photographs."
"1064816","The reporting party alleges that the accused officers searched his residence on Setember 9, 2013, under warrant without justification. The reporting party alleges a pattern of harassment by members of the Chicago Police Department since July 2013. He alleges he has been arrested and charged with assault twic: plaints filed by his neighbor, land that while he has been released on |-Bond, his residence has been searched in search of weapons he does not have."
"1065133","THE REPORTING PARTY ALLEGES THAT THE ACCUSED OFFICER IS AN ANIMAL ABUSER AND HE HAS BEEN ON PROBATION FOR ONE AND HALF YEARS. HE ALLEGES THAT THE ACCUSED OFFICER WAS CONVICTED TWICE OF ANIMAL ABUSE AND HE OWNS A CAT."
