"crid","summary","home_invasions"
"1064130","THE REPORTING PARTY, STEPHANIE WAITS ALLEGES THAT THE ACCUSED OFFICERS BROKE HER DOOR IN, HANDCUFFED HER AND SEARCHED HER RESIDENCE WITHOUT JUSTIFICATION. SHE ALSO ALLEGES THAT THE ACCUSED OFFICERS ARRESTED THE VICTIM, THOUT JUSTIFICATION. THE VICTIM, ADDIE ZOLICOFFER ALLEGES THAT THE ACCUSED OFFICERS THREATENED HER WITH ARREST AND REFERRED TO HERAS A “BITCH” WITHOUT JUSTIFICATION.","1"
"1054969","The reporting party/third party, who did not witness the incident, alleged that the accused officers entered the house without a warrant. savina thev were looking for . looked through the house and failed to identify themselves pronerlv whan r=~uiested by the victim,","1"
"1059176","The reporting party alleges that the accused officer failed to provide her with police services regarding a domestic. The reporting party alleges that the accused officer failed to provide her with police services regarding a domestic.","0"
"1060752","Itis alleged that between 11 MAR 13 at 2100hrs - 12 MAR 13 at 1200hrs at the accused failed to secure his Glock Model 27 Serial numbe 40 caliber semi automatic firearm with 3.5 inch barrel and blue Swe moti","0"
"1063778","white male plainclothes officer removed her watch from her bedroom which was not inventoried or returned.","1"
"1058685","The complainant alleges that upon her boyfriend's, 3 arrest, the accused officer took his keys and entered her residence without a search warrant or permission.","1"
"1052218","The reporting party alleged that the accused responded to a domestic battery, at which time the accused failed to inventory or retum $207.00 U.S.C","0"
"1061236","vas involved in a physical altercation with several indivuduals during which he was physically injured. Mr. alleged that after he got up from the ground he walked up to a marked squad car located in the vicinity and tapped on the window for help and the accused officers failed to assist him in that they did not roll down the window and instead drove away.","0"
"1063874","The complainant alleged that the accused officer damaged her belongings during the execution of a search warrant.","1"
"1067364","Victim alleges that he was falsely arrested for possession of a handgun. Victim alleges that he was falsely arrested for possession of a handgun. Victim alleges that he was falsely arrested for possession of a handgun. Victim alleges that he was falsely arrested for possession of a handgun. Victim alleges that he was falsely arrested for possession of a handgun. Victim alleges that he was falsely arrested for possession of a handgun. Victim alleges that he was falsely arrested for possession of a handgun. Victim alleges that he was falsely arrested for possession of a handgun. Victim alleges that he was falsely arrested for possession of a handgun. Victim alleges that he was falsely arrested for possession of a handgun.","0"
"1050980","The reporting party alleged that the accused sergeant refused to file a complaint when she asked him to do so The reporting party alleged that the accused sergeant entered and searched her home without justification. The reporting party further alleged that the accused sergeant displayed his weapon while he searched","1"
"1067666","The reporting party alleged that she called the accused Detective to check the status of a theft investigation Itis alleged that the accused Detective was tude and unprofessional with his tone of voice and demeanor It Is further alleged that the accused Detective refused to contact the eyewitness to obtain additional information pertaining to the investigation","0"
"1064790","The reporting party alleged that the accused officers raided her apartment while she was not home, caused damage during the raid, and did not leave any paperwork about it. The reporting party believed that the accused officers did not have a warrant.","1"
"1051802","The reporting party alleged that while she was in the backyard, speaking with unknown officers regarding the whereabouts of her son, — other officers entered and searched her residence without justification. The officers told her daughter if she didn't open the door, they would kick in the door and charge her with a felony.","1"
"1052945","The reporting party alleged that the accused pushed her aside and entered her apartment without justification. The accused was verbally abusive in that she stated, """"I'm here to get your boyfriend, until you're fucking evicted.” The accused refused to give her name and star number upon request","1"
"1053502","The reporting party alleges that an unknown male black uniformed officer entered his home without a warrant or permission looking for his stepson M/B 15 Jun 94)","1"
"1055852","The complainant who did not witness the ncident alleges that the accused officers searched her residence without a search warrant looking for her two sons, The complainant alleges that the accused officers damaged her back door","1"
"1058912","a description the was borrowing a the bus.","0"
"1059490","The reporting party ieged that the accused entered and searched her residence without justification. The reporting party IRI oc that the accused damaged the back door.","1"
"1069608","The reporting party that the accused, P.O. Lionel PIPER, Star 14650, Employee Unit 212 kicked in the door to his residence al at 0034 hours on 03 June 2014 The reporting part, , alleges that the accused, Sgt. Gregory SLOYAN, |, Unit 212 kicked in the door to his residence at at 0034 hours on 03 June 2014 The reporting part» ______iigges that the accused, P.O Nicholas RUMAS, Star 12777 ~ A Unit 212 kicked in the door to his residence at 0034 hours on 03 June 2014 The reporting party, leges that the accused, P.O. Lionel PIPER Star 14959. Emninvag , Unit 212 searched his residence at at 0034 hours on 03 June 2014 without a warrant or permission The reporting party lledes that the accused, Sgt Gregory SLOYAN Star 892 Freninyee , Unit 212 searched his residence a at 0034 hours on 03 June 2014 without a warrant or permission. The reporting party, __ alleges that the accused, P.O. Nicholas RUMAS. Star 13731 Fmninvee_ Unit 212 searched his residence 0034 hours on 03 June 2014 without a warrant or permission","1"
"1061085","The reporting party alleges that a black and Hispanic male uniformed officer stopped him under the pretense that his temporary license plate had expired. The reporting party alleges that the black male uniformed officer handcuffed, questioned, and searched him and his vehicle without justification.","0"
"1049735","The reporting party alleges that an unknown male white plainclothes officer entered her home inside of her bedroom without a warrant or permission The reporting party alleges that one of the officers destroyed her property without reason.","1"
"1061907","THE REPORTING PARTY ALLEGES THAT THE ACCUSED OFFICER FAILED TO TOW HIS VEHICLE DURING HIS ARREST.","0"
"1072607","behalf of his client} hours, at| and failed to secure the apartment after the Search Warrant and as a result his personal items were stolen. The Reporting Third Pai behalf of his client] hours, 1e ACCUSE The Reporting Third Party Attorney Jonathan MRAUNAC alleged on hat on 26 March 2013, at 1758 cers ransacked his apartment Attorney Jonathan MRAUNAC alleged on —— that on 26 March 2013, at 1758 the accused officers ransacked his apartment and failed to secure the apartment after the Search Warrant and as a result his personal items were stolen.","1"
"1087579","This investigation originated on November 20, 2017, after Chicago Police Of?cers executed a search warrant at The initial investigation closed at COPA on May 20, 2019. COPA received a letter1 from the Public Safety Of?ce of Inspector General noting the existence of BWC that had not been referenced in original investigation. The lack of the BWC was the basis for one of ?ndings. The following COPA Supplemental Summary report does not repeat information contained in the original summary report, but only includes evidence that substantially changes the ?ndings in the original report.","1"
"1051056","The reporting party alleged that the accused entered and searched her parents residence because of a false report that they had weapons inside","1"
"1052279","The reporting party alleged that the accused illegally searched the victim's apartment without a warrant and without permission Ine sez~ ~skbadannTIRS S ms However the accused searche","1"
"1054607","The reporting party alleges that several unknown white male officers entered her home without a warrant or permission","1"
"1056681","The reporting party/victim alleges that the accused officer and her male partner failed to take enforcement action after she told them a couple threatened her. It is also alleged the officers did not take enforcement action because the couple who threatened her and the officers are hispanic and the reporting party/victim is black.  The reporting party/victim alleges that the accused officer and his female partner failed to take enforcement action after she told them a couple threatened her. It is also alleged the officers did not take enforcement action because the couple who threatened her and the officers are hispanic and the reporting party victim is black.","0"
"1073179","The reporting party alleges, that without justifcation, the accused officers kicked in the front door to her two flat building, kicked in the door to her second floor apartment, and kicked in the back gate to her property","1"
"1074540","The reporting party alleged that the accused officers engaged in a verbal altercation with him in which they called him a """"bitch"""" and a “cocksucker."""" The reporting party further alleged that the accused officers kicked his front door, which caused damage to the door frame and lock. This incident occurred after there was a fire at the building next to the reporting party's residence.","1"
"1049933","The reporting party alleges that she called back and requested to be speak to a supervisor and that an unknown male officer answered. The reporting party alleges that the same officer was rude and unprofessional and that he stated in an aggressive manner, """"You're being rude to me, that the number he gave us, there's nothing we can do about it, hold on!"""" The reporting party alleges that the male officer placed her on hold for a long period of time and that he failed to the call back and he failed to assist her. The reporting party alleges that she received a telephone call from an unknown female officer, who was rude and unprofessional towards her for no apparent reason. The reporting party alleges that the officer stated in an aggressive manner, """"l have your brother, shut up girl!"""" The reporting alleges. that the female officer abruptly disconnected the call","0"
"1057775","The complainant, WHO DID NOT WITNESS THE INCIDENT, alleged that the accused entered the residence and searched it without a warrant or permission, It is also alleged that the accused threatened to arrest the victim without justification.","1"
"1069034","in the neighborhood. The party further alleged that the promised to make the arrest “go away” if he provides the","0"
"1028646","On July 28th, 2009 a complaint was registered with the Independent Police Review Authority (IPRA) regarding an incident involving one on- duty Chicago Police Officer (Officer A), one Chicago Police Sergeant (Sergeant B), and one Chicago Police Lieutenant (Lieutenant C) that occurred on August 6th, 2010 in the 10th District. It was alleged that Officer A asked the Victim if she was a hooker; referred to the Victim in a derogatory manner; slammed the Victims face down onto the floor; placed his knee on the Victims back while handcuffing her; groped the Victim about her body; erased personal data from the Victims cellular phone; and described the Victim using racially biased and offensive language. It was alleged that Sergeant B and Lieutenant C observed and/or had knowledge of misconduct and failed to take necessary actions by initiating a Complaint Log number. Based on statements from the accused Department Members, the Victim and witnesses, Department reports, and photographs, IPRA recommended to NOT SUSTAIN the allegation that Sergeant B and Lieutenant C observed and/or had knowledge of misconduct and failed to take necessary actions by initiating a Complaint Log number. IPRA recommended to UNFOUND the allegations that Officer A slammed the Victims face down onto the floor and groped the Victim about her body. IPRA recommended to NOT SUSTAIN the allegations that Officer A asked the Victim if she was a hooker; referred to the Victim in a derogatory manner; placed his knee on the Victims back while handcuffing her; and erased personal data from the Victims cellular phone. IPRA recommended a finding of SUSTAINED for the allegation that Officer A described the Victim using racially biased and offensive language. IPRA recommended a one (1) day suspension for Officer A.","0"
"1048997","The reporting party alleges that while she was handcuffed, the accused grabbed her left wrist and twisted her arms backwards, causing pain to her left wrist.","0"
"1049219","The complainant who did not witness the incident alleges that the accused officers that responded to his call for police assistance demanded payment from the victim to pay the """"locksmith"""" that arrived on the scene. The complainant who was listening by phone requested to speak to one of the accused officers and was denied The complainant alleges that """"Coope” said to the victim, """"You'll end up paying more money in bond money and threatened to arrest him."""" The complainant alleges that he called a """"desk"""" and spoke with “Sergeant Doyle"""" and informed him of had taken place and the accused officer said, “He couldn't do anything.","0"
"1061796","OFFICER HAS AN INDEBTEDNESS TO THE CITY OF CHICAGO.","0"
"1051617","The complainant alleged that the accused sergeant failed to assisthimin processing a claim against the city. The accused sergeant identified himseff s the supervisor whose team served the warrant while the complainant was not present and stated that his team had served the warrant at the wrong address. Warrant S","1"
"1055267","In an incident involving an off-duty CPD Officer and the Complainant/spouse, it was alleged that the Officer repeatedly struck the Complainant/spouse on the face, restrained the Complainant/spouse by holding her down against the floor, pursued the Complainant/spouse from the residence as she attempted to get away, grabbed the Complainant/spouse about the body, and brought discredit upon the Department in that he was arrested for domestic battery.","0"
"1064064","her property.","0"
"310439","On 03 January 2006, a complaint was registered with the Independent Police Review Authority, (f/k/a The Office of Professional Standards), regarding an incident occurring in the 11th District. It was alleged that an on-duty Chicago Police Department lieutenant was inattentive to duty in that she entered the wrong apartment during the execution of a search warrant and failed to ensure the proper execution of the search warrant. It was further alleged that an on-duty Chicago Police Department sergeant was inattentive to duty in that he entered the wrong apartment during the execution of a search warrant; failed to ensure the proper execution of a search warrant; and failed to conduct a thorough preliminary investigation of misconduct. It was also alleged against twelve other on-duty Chicago Police Department officers that they were inattentive to duty in that they entered the wrong apartment during the execution of a search warrant. Further, it was alleged against ten of the twelve accused officers that they kicked a victim; pushed the victims head into the floor; and verbally abused the victim. Based on department records and witness and accused statements that verified that the wrong apartment was entered in the execution of the search warrant, IPRA recommended to SUSTAIN the allegation that the accused lieutenant, sergeant and six other accused officers were inattentive to duty in that they entered the wrong apartment during the execution of a search warrant. Also, because there was no corroborating evidence, IPRA recommended a finding of NOT SUSTAINED for the allegation that those accused six officers who entered the wrong apartment, kicked a victim; pushed the victims head into the floor; and verbally abused the victim. Based on department records and witness and accused statements, IPRA recommended to SUSTAIN the allegation that the accused lieutenant and sergeant failed to ensure the proper execution of the search warrant. Also, based on corroborating department records and witness statements, IPRA recommended to SUSTAIN the allegation that the accused sergeant failed to conduct a thorough preliminary investigation of misconduct. For the other six of the accused officers, IPRA recommended a finding of UNFOUNDED for the allegation that these officers were inattentive to duty in that they entered the wrong apartment during the execution of a search warrant, as corroborating statements and reports indicated that these accused officers did not enter the residence. Additionally, IPRA recommended a finding of UNFOUNDED for the allegation that four of these accused officers kicked a victim; pushed the victims head into the floor; and verbally abused the victim as it was already established that these officers never entered the residence in order to engage in such acts. IPRA recommended a seven (7) day suspension for the accused lieutenant and sergeant; a three (3) day suspension for the first accused officer; and a reprimand for the other five accused officers who entered the wrong residence.","1"
"1059360","THE REPORTING ALLEGED THAT THE INVOLVED MEMBER KNOCKED ON HER APT DOOR LOOKING FOR ONE OF HER NEIGHBORS THEN ENTERED AND SEARCHED HER APARTMENT WITHOUT JUSTIFICATION OR PERMISSIION.","1"
"1049706","THE REPORTING PARTY ALLEGES THAT THE ACCUSED OFFICER(S) ARRESTED HIM BASED ON """"FALSE INFORMATION, FLAWS AND INCONSISTANCIES.","0"
"1057941","THE REPORTING PARTY ALLEGES THAT THE ACCUSED OFFICERS KICKED IN HIS DOOR AND DAMAGED HIS AIR CONDITIONER WHILE THEY WERE SEARCHING FOR HIS GRANDSON, THE REPORTING PARTY STATES THAT HIS GRANDSON WAS IN JAIL AT THE TIME.","1"
"1059728","The reporting party alleges that several officers entered her home without a warrant or permission.","1"
"1051635","The reporting party alleges that an unknown """"Indian” male uniformed officer failed to provide adequate police service in that, the officer had an attitude with him because he telephoned the police a day prior about a homeless woman who threatened to shoot him. The reporting party alleges that the officer sarcastically stated,""""Is it your job to call the police for this non-sense.”","0"
"1053508","The reporting party alleges that the accused officer illegally searched his boat without a warrant or permission while on private property","1"
"1059459","fucking shit.”","0"
"1061049","The reporting party/victim alleged that the accused officers executed search warrant this apartment by mistake, damaging some of his furniture. The reporting party/victim stated that officers on the scene apologized to him and told him they had intended to enter an apartment one floor above his.","1"
"1052683","The reporting party, who did not witness the incident, alleges that several unknown officers entered his property without a warrant or permission","1"
"1056709","The reporting party alleges that an unknown officer entered her home without a warrant or permission","1"
"1056826","The complainant alleged that accused officers entered and searched her residence without a warrant or justification. The complainant also alleged that the accused officers unnecessarily damaged multiple items in her home.","1"
"1064146","to her as a “snotty","0"
"1069250","The complainants allege that they were falsely arrested by the accused officer. NOTE: Please see attached Initiation Report","0"
"1051034","Tha ~memis ot alleges that on 3 January 2012, at 1400 hours, at several male officers entered his residence without Justification and took the contents of his UPS package.","1"
"1062995","The complainant alleges that several unknown officers entered his building without a warrant or permission and damaged his property.","1"
"1073462","THE REPORTING PARTY STATES THAT HE WENT TO THE 010TH DISTRICT STATION TO FILE ACOMPLAINT AGAINST THE ACCUSED SERGEANT. HE ALLEGES THAT THE ACCUSED SERGEANT FAILED TO TAKE HIS COMPLAINT. THE REPORTING PARTY ALLEGES THAT THE ACCUSED SERGEANT STOPPED AND HANDCUFFED HIM WITHOUT JUSTIFICATION.","0"
"1053236","THE REPORTING PARTY ALLEGES THAT THE ACCUSED SERGEANT DETAINED HER AND THE VICTIM FOR THIRTY MINUTES WITHOUT JUSTIFICATION SHE ALSO ALLEGES THAT HE THREATENED TO TOW THEIR VEHICLE AND TOLD HER TO """"SHUT THE FUCK up.","0"
"1005455","On 4 May 2007, a complaint was registered with the Independent Police Review Authority (IPRA, formerly known as the Office of Professional Standards), regarding an incident that occurred in the 4th District, in which an off-duty Chicago Police Department officer allegedly failed to secure her weapon, made contact with the person of a private citizen with the weapon, and discharged the weapon directly in the face of the citizen. Based on witness statements, IPRA recommended to SUSTAIN the allegation that the officer failed to secure her weapon resulting in an unintentional discharge. IPRA recommended the allegations that the accused pointed her weapon in the face of the individual, made contact with the individuals person, and fired a single shot directly in front of the individuals face, be UNFOUNDED, because witness statements corroborated the officers denial and undermined the credibility of the complainant. IPRA recommended a five (5) day suspension for the accused officer.","0"
"1062042","were in pursuit of subject. The to have DCFS refused to sign a","0"
"1058013","The complanant alleged that someone broke into his vehicle and he called for police to complete a report but the accused officers refused generate a police report for him and refused to provide him with their names or star numbers upon his request","0"
"1063371","In an incident involving an on-duty CPD Officer and a Complainant, the Officer was alleged to have engaged in a verbal and physical altercation with the Complainant, struck the Complainant on the side of his faces, and directed profanities at the Complainant.","0"
"1049091","The reporting party alleges that the accused failed to assist him when he inquired about the school where she is assigned. The reporting party alleges that the accused stated, """"I'm power walking now, not until | finish my power walk.","0"
"1054710","The complainant alleges that the accused officer that responded to his 911 call for assistance, told him, """"These are not my officers"""" and did not provide him with any further assistance The complainant alleges that the accused officers entered his residence unannounced through the back door, searched his residence without a search warrant, and, refused to provide their names and star numbers upon request.","1"
"1055158","THE REPORTING PARTY STATES THAT, HER EX-BOYFRIEND DAMAGED HER PROPERTY AND SHE CALLED THE POLICE TO REPORT THE INCIDENT. SHE ALLEGES THAT THE ACCUSED OFFICERS REFUSED TO LISTEN TO HER, ACCUSED HER OF LYING, REFUSED TO PROVIDE HER WITH A POLICE REPORT AND ALLOWED THE EX-BOYFRIEND TO LEAVE.","0"
"1055812","The reporting party alleged that the accused officer has entered and searched his residence several times without a warrant, permission or justification. The reporting party also alleged that the accused officer is aware of who robbed the reporting party's apartment but will not arrest the offender. The reporting party also alleged that the accused officer also took his brother's kidney medications and failed to inventory orretum them.","1"
"1062873","Failure to return property ‘Failure to return property Failure to return property","0"
"1074752","The complainant stated he left the back door of his residence open while he went to the alley to throw away trash. The complainant alleged that while he was in the alley, the accused officers entered his apartment through the rear door, and searched his residence without a warrant or permission","1"
"1055130","illeges that the accused officers searched their residence without justification. alleges that on 27 June 2012, tne accused officers questioned him about, """"Where are the drugs and Who has them”, and threatened him with arrest if he did not provide a gun.","1"
"1065550","The complainant alleges that on 15 July 2012, at __ at 0119 hours, the accused officers falsely arrested him, The complainant alleges that on 15 July 2012, at _ at 0119 hours, the accused officers falsely arrested him,","0"
"1054925","The complainant alleges that the accused officers searched her residence with a search warrant that was based upon incorrect information. The complainant alleges that the accused officers damaged items throughout her residence.","1"
"1052904","The reporting party alleged that the accused approached him with their weapons drawn, ordered him to put his hands up and get against the squad car. The accused entered his residence under false pretense that an unknown person ran inside and then they searched his home without justification. The reporting party further alleged that the accused failed to inventory or return a shot gun, sterling silver statue and a brass statue.","1"
"1053098","The reporting party the alleged that the arcusad kink~d i~ big grandmother's front door, entered the residence without justification and falsely arrested him for battery to police officer. The accused damaged his grandmother's front door, when they kicked in the door.","1"
"1064666","The plaintiff alleges that the accused forcibly removed her from the driver&#8217;s side and handcuffed her immediately. The plaintiff alleges that the accused struck her causing her to fall to the ground and forcibly pushed her into a squad vehicle and causing her to strike the left side of her face resulting in a contusion, swelling and bruising. The plaintiff alleges that the accused forcibly removed her from the driver&#8217;s side and handcuffed her immediately. The plaintiff alleges that the accused struck her causing her to fall to the ground and forcibly pushed her into a squad vehicle and causing her to strike the left side of her face resulting in a contusion, swelling and bruising.","0"
"1064103","Itis alleged by Sergeant Dwayne JOHNSON #1505, that the accused Police Officer Christina GONZALEZ, Star 7707, Employeq received a written order, Notice of Indebtedness form, referencing Employee Resource Order E01-07 on 22MAY13, and failed to come into compliance within 30 days of being notified of this indebtedness to the City of Chicago.","0"
"1075658","The complainant alleged that the accused failed to provide her service in that he did not listen to her and left the scene without generating a report regarding her complaint","0"
"1051001","The victim alleges that an unknown officer entered her home without a warrant or permission The reporting party isa Cook County Sheriff and states that the accused took her weapon from her purse to inventory it for an investigation, and stated that he will contact her Department's """"OPR"""" and informed them of the rirmimetannes. The weapon's serial # is","1"
"1049177","The reporting party alleges that the accused officers entered his home wthout a warrant or permission The reporting party alleges that the accused officers entered his home without a warrant or permission.","1"
"1058660","The complainant alleged that during his arrest, and also while at the 025th District, the accused officer placed his finger inside his anus.","0"
"1057870","THE REPORTING PARTY STATES THAT SHE CALLED THE POLICE THREE TIMES TO REPORT THAT AN UNKNOWN INDIVIDUAL RANG HER DOORBELL TWICE FOR NO REASON. SHE ALLEGES THAT THE POLICE FAILED TO RESPOND.","0"
"1008346","On August 12, 2007, a complaint was registered with the Independent Police Review Authority (IPRA f/k/a The Office of Professional Standards), regarding an incident occurring in the 22nd District, on August 12, 2007 involving two on-duty Chicago Police Department (CPD) officers (Officer A and B). It was alleged that Officers A and B received information that the offenders who battered complainants were possibly Department members and failed to generate a General Offense Case Report; failed to notify a supervisor of allegations of misconduct against Department members; failed to submit a To/From Subject Report notifying the Department of the misconduct they had been made aware of; provided false statements to IPRA on two occasions; and that their overall actions regarding this incident and the subsequent investigation had been contrary to the stated policy, goals, rules, regulations, orders and directives of the Department. Based on statements from the accused officers, complainants and witnesses, and on reports and photographs, IPRA recommend to SUSTAIN the allegations that the accused officers received information that the offenders who battered complainants were possibly Department members and failed to generate a General Offense Case Report; failed to notify a supervisor of allegations of misconduct against Department members; failed to submit a To/From Subject Report notifying the Department of the misconduct they had been made aware of; provided false statements to IPRA on two occasions; and that their overall actions regarding this incident and the subsequent investigation had been contrary to the stated policy, goals, rules, regulations, orders and directives of the Department. IPRA recommended separation for Officers A and B.","0"
"1066562","The complainant alleges that as he and his boyfriend were walking down the street, they were approached by an unknown white male uniformed officer who verbally abused him by referring to him as a motherfucker and then searched the victim without justification and removed $250 from his pocket.","0"
"1053956","The complainant alleges that the accused officer searched his vehicle without justification The complainant alleges that the accused officer detained him, searched his vehicle and handcuffed him without justification. The complainant alleges that the accused officer told him, """"We can make a deal, give me a gun, some dope or heroin or you will have a bad day.” The complainant alleges that the accused officer refused to provide his name upon request. The complainant alleges that the accused officer issued him a false citation. The complainant alleges that the accused officer said, """"If you don't shut the fuck up, I'm going to double the fine."""" Note: The complainant states that he has recorded evidence on his camera and that the fine was in fact doubled","0"
"1060799","The reporting party alleged that the accused tefused to provide her with a case report following a physical altercation.","0"
"1062107","unknown officers entered his home without a warrant or permission. The complainant alleges that the officers kicked in his door without justification.","1"
"1073342","The reporting party alleges that, without justification, the accused officers stopped her as she was crossing the street and told her, """"You are fucking jaywalking and we just did you a fucking favor or you could be paying a five hundred dollar fine,"""" after the reporting party asked why she was being stopped.","0"
"1064618","a case","0"
"1058445","Confidential","0"
"1050116","THE REPORTING PARTY ALLEGES THAT DURING A TRAFFIC STOP THE ACCUSED OFFICERS ACCUSED HIM OF HAVING DRUGS AND SOLICITATION AND SEARCHED HIS VEHICLE WMITHOUT HIS PERMISSION. HE ALSO ALLEGES THAT ONE OF THE ACCUSED OFFICERS INFORMED HIM THAT IF HE SAW HIM IN THE NEIGHBORHOOD AGAIN HE WOULD TAKE HIS CAR. THE REPORTING PARTY FURTHER ALLEGES THAT HE DISCOVERED THAT AN ENVELOPE THAT CONTAINED A $50.00 WALMART GIFT CARD AND $35.00 USC WAS MISSING FROM HIS VEHICLE.","0"
"1057196","of the officers asked, “What is this?""""(referring to his penis). The accused handcuffed him and searched his vehicle without justification.","0"
"1072532","The complainant alleges that several unknown officers entered her home without a warrant or permission.","1"
"1058175","It is alleged that Unknown Officers entered the residence without a warrant and caused damage to the residence.","1"
"1088848","On March 16, 2017, the complainant, was the subject of a street stop and received an Administrative Notice of Violation (ANOV) for having an open container of alcohol in his vehicle. - alleged the officers who stopped him did so without justification, detained him without justification, reached into his car without justification, handcuffed him without justification, and searched his car without justification. -also specifically alleged Officer - failed to provide his name and star number when asked. COPA gave the officers additional allegations for failing to complete an Investigatory Stop Report (ISR), failing to keep their Body Worn Cameras (BWC) activated, and engaging in unnecessary verbal altercations. COPA reviewed BWC footage, interviewed -, and interviewed the three accused of?cers. findings are discussed in this report.","0"
"1055166","The complainant alleges that the accused officers consistently harass him and everytime they see him they search him nappropriately in his rectum area without Justification The complainant states that this 1s an on-going problem","0"
"1073613","It is alleged that the accused officers knocked on her door and she allowed the slim officer to enter her residence. The officer searched her home and told her words to the effect of, """"Bitch you know ‘he's.” After searching her residence, and not finding anything, the officer left. Subsequently, the heavier set officer knocked on her door and entered without consent. The accused officer also called her a """"Bitch” multiple times and told her he would get a search warrant for her residence","1"
"1055137","alleges on 28 June 2012 at 0001 hours at il Chicago, IL that the accused Department members coerced her into signing a search warrant after they already search her residence. alleges on 28 June 2012 at 0001 hours at Chicago, IL that the accused Department members threatened her with arrest and to call Department of Children and Family Services if she did not comply by signing the search warrant. __alleges on 28 June 2012 at 0001 hours at S Chicago. IL that the accused Department members coerced her into signing a search warrant after they already search her residence. alleges on 28 June 2012 at 0001 hours at Chicago, IL that the accused Department members coerced her into signing a search warrant after they already search her residence. alleges on 28 June 2012 at 0001 hours at Chicago, IL that the accused Department members coerced her into signing a search warrant after they already search her residence. raueges on 28 June 2012 at 0001 hours at (N Chicago, IL that the accused Department members threatened her with arrest and to call Department of Children and Family Services if she did not comply by signing the search warrant. ‘ alleges on 28 June 2012 at 0001 hours at IL that the accused Department members threatened her with arrest and to call Department of Children and Family Services if she did not comply by signing the search warrant. alleges on 28 June 2012 at 0001 hours at icago, IL that the accused Department members threatened her with arrest and to call Department of Children and Family Services if she did not comply by signing the search warrant.","1"
"1059905","The reporting party alleged that the accused tore the right pocket on his First Down black jacket. The reporting party further alleged that the accused failed to inventory a black wallet which contained miscellaneous telephone numbers and papers. The reporting party alleged that the accused tore the right pocket on his First Down black jacket. The reporting party further alleged that the accused failed to inventory a black wallet which contained miscellaneous telephone numbers and papers.","0"
"1064192","The complainant alleges that several unknown officers who searched inside of his home and garage without a warrant or permission damaged his property.","1"
"1066364","The accused took the complainant's cell phone, hat, glasses, CTA Ventra card, his radio and his Chase Debit card and refused to inventory or return same.","0"
"1049887","The reporting party alleges the accused planted drugs on him and falsely arrested him on 29 JAN 2011 and the case was dismissed in FEB 2011. The reporting party alleges he did not see the accused again until 19 MAY 2011 and the accused stated, “You just made my day."""" The reporting party also alleges the accused handcuffed him, went into his own pant pocket (accused) removed a plastic bag, placed his hand in the reporting party's pant pocket, pulled it back out and made it seem that he found the drugs in the pant pocket of the reporting party and falsely arrested him again","0"
"1051914","The reporting party alleged that he called """"911"""" because the Manager of the store threatened to go get a gun and shoot him The accused responded to the scene and refused to file a police report","0"
"1065032","The complainant alleges that several unknown officers entered her home without her permission but with a search warrant for a person who does not reside at her home and never was a resident at her address. The complainant further alleges that the officers destroyed her property by throwing her clothing out of the window.","1"
"1059909","The reporting party alleged that the accused, w} sidence of her fiance’ entered and searched her home witnout justification Note The reporting party stated that her fiance' s a registered sex offender","1"
